raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
Bedtime Krusty Doll,13,3,19,78.79051282,3.346153846
Gummy Sue,13,5,16,100.0729231,-0.052923077
Dennis Miller,13,1,19,69.99384615,6.726153846
Guilty Man,13,2,17,89.60673077,2.375769231
Tick-Tock,13,1,14,102.5323077,2.187692308
Boy Soloist,13,1,16,89.51692308,4.003076923
Sundance Kid,13,2,16,96.11442308,1.468076923
Sun Moon,13,6,16,100.5127564,-0.221923077
Arnie Gumble,13,3,18,85.29820513,2.438461538
Bank Robber,13,1,17,83.00923077,4.910769231
SANTA'S LITTLE HYBRID,13,3,16,98.31358974,0.623076923
Society Man,13,2,17,89.60673077,2.375769231
Thought Bubble Jimbo,13,1,17,83.00923077,4.910769231
Mother Goose,13,3,22,59.2674359,6.069230769
East Indian Girl,13,1,20,63.48615385,7.633846154
Human Fly,13,4,18,86.39778846,2.015961538
Parole Board Head,13,3,23,52.75974359,6.976923077
BART & LISA,13,6,16,100.5127564,-0.221923077
Theatre Manager,13,2,19,76.59134615,4.191153846
Detainee #3,13,1,19,69.99384615,6.726153846
Sommeliers,13,3,16,98.31358974,0.623076923
Cop With A Secret,13,1,15,96.02461538,3.095384615
Exhibitor #1,13,2,15,102.6221154,0.560384615
Bus Vendor,13,2,17,89.60673077,2.375769231
Guy #1,13,2,16,96.11442308,1.468076923
Bad Flanders,12,1,13,103.005,1.873333333
Garbage Man #2,12,2,15,94.995,1.5
Nancy Gladness,12,5,13,112.749,-1.870666667
WISEGUY BOY,12,2,16,87.945,2.483333333
News Announcer,12,2,17,80.895,3.466666667
Well-dressed Relative,12,3,15,97.025,0.72
First Wife #3,12,2,17,80.895,3.466666667
Nerds,12,8,20,64.3125,4.661666667
Dads,12,5,12,119.799,-2.854
Mysterious Voices,12,2,13,109.095,-0.466666667
STEWART CHARACTER,12,2,12,116.145,-1.45
Itchem,12,2,15,94.995,1.5
Senate Chairman,12,2,26,17.445,12.31666667
Angry Dean,12,2,16,87.945,2.483333333
SUPERHERO WITH CLAWS,12,2,13,109.095,-0.466666667
Marge Puppet,12,2,15,94.995,1.5
Homer's Voice,12,13,27,15.54807692,11.32
Checker,12,2,13,109.095,-0.466666667
Senate Mouse,12,4,18,76.89,3.28
Detainee #1,12,1,18,67.755,6.79
Robot Animals,12,1,15,88.905,3.84
Window Washers,12,2,16,87.945,2.483333333
Wise Alien,12,2,17,80.895,3.466666667
Disgruntled Audience Member #3,12,2,16,87.945,2.483333333
Hobgoblin,12,1,14,95.955,2.856666667
French-canadian Mountain Man,12,2,14,102.045,0.516666667
Marksman,12,3,15,97.025,0.72
Swami,12,2,12,116.145,-1.45
Childcare Worker,12,3,16,89.975,1.703333333
Roman,12,3,16,89.975,1.703333333
Student #4,12,2,17,80.895,3.466666667
Hockey Announcer #3,12,1,18,67.755,6.79
Dan Castellaneta,12,1,12,110.055,0.89
Springfielders,12,6,20,63.805,4.856666667
Student Reporter,12,2,17,80.895,3.466666667
GROUPIES,12,4,12,119.19,-2.62
Square Dance Caller,12,1,13,103.005,1.873333333
Dan Marino,12,5,15,98.649,0.096
Warren Sapp,12,4,14,105.09,-0.653333333
Ronnie,12,2,19,66.795,5.433333333
Housekeeper #1,12,2,15,94.995,1.5
Cherub Lenny,12,3,16,89.975,1.703333333
Wise Old Icelander,12,1,19,60.705,7.773333333
Discus Stu,12,2,15,94.995,1.5
Second Guard,12,2,13,109.095,-0.466666667
Nene Bird,12,2,16,87.945,2.483333333
Newsie,12,2,15,94.995,1.5
O.J.,12,2,15,94.995,1.5
Geeky Programmer,12,1,17,74.805,5.806666667
Woman In Booth,12,3,14,104.075,-0.263333333
Irish Cops,12,3,15,97.025,0.72
Gay Men,12,4,14,105.09,-0.653333333
Deli Owner,12,2,17,80.895,3.466666667
Dictator,12,4,14,105.09,-0.653333333
Strident Left-handed Man,12,2,14,102.045,0.516666667
Scoutmaster,12,2,13,109.095,-0.466666667
Woman #3,12,1,20,53.655,8.756666667
Freddie,12,3,13,111.125,-1.246666667
Alien Rock Band,12,1,15,88.905,3.84
Five Of Diamonds,12,2,14,102.045,0.516666667
Boarder,12,3,19,68.825,4.653333333
Female Agent,12,3,13,111.125,-1.246666667
Pat O'Brien,12,1,19,60.705,7.773333333
Passerby #1,12,2,20,59.745,6.416666667
Skinner Body,12,3,12,118.175,-2.23
Ski Instructor,12,1,15,88.905,3.84
Union Leader,12,2,15,94.995,1.5
Sketch Announcer,12,1,18,67.755,6.79
E.T. Reporter,12,1,20,53.655,8.756666667
Gum Disease,12,5,19,70.449,4.029333333
Creature,12,3,19,68.825,4.653333333
REM,12,2,14,102.045,0.516666667
Paris Texan,12,2,15,94.995,1.5
Factory Worker #1,12,2,18,73.845,4.45
Theatre-goer #2,12,1,14,95.955,2.856666667
Goody Krabappel,12,3,15,97.025,0.72
ROCKY BALBOA,12,3,12,118.175,-2.23
Judi Dench,12,3,14,104.075,-0.263333333
Dwarf Cop,12,2,16,87.945,2.483333333
Sophisticate #1,12,4,15,98.04,0.33
The Fracker,12,3,21,54.725,6.62
Sophisticate #3,12,1,16,81.855,4.823333333
Various Congregation Members,12,2,17,80.895,3.466666667
Glinda,12,1,14,95.955,2.856666667
PIRATES,12,1,12,110.055,0.89
Criminal #1,12,2,17,80.895,3.466666667
Aiesha,12,1,16,81.855,4.823333333
8-Year-Old Wiggum,12,5,14,105.699,-0.887333333
Anthony Kiedis,12,2,16,87.945,2.483333333
Pyramus' Father,12,0,13,#NAME?,inf
Toadstool Jockey,12,2,13,109.095,-0.466666667
Skinner On Plaque,12,1,17,74.805,5.806666667
Buddhist Monk,12,2,14,102.045,0.516666667
Police Artist,12,1,16,81.855,4.823333333
Elvis,12,2,12,116.145,-1.45
Pompous Arts Editor,12,4,13,112.14,-1.636666667
Large Cobra,12,2,16,87.945,2.483333333
Pilgrim Smithers,12,1,13,103.005,1.873333333
Popular Girl #1,12,3,16,89.975,1.703333333
Turbo Diary,12,6,30,-6.695,14.69
Pie #2,12,3,12,118.175,-2.23
Brew-master,12,1,17,74.805,5.806666667
Knives,12,2,16,87.945,2.483333333
Graeme Edge,12,0,15,#NAME?,inf
Phil Angelides,12,2,16,87.945,2.483333333
Beatnik Poet,12,3,20,61.775,5.636666667
Guard On Walkie-talkie,12,2,13,109.095,-0.466666667
Cartoon Eagle,12,2,19,66.795,5.433333333
Tooth Decay,12,3,17,82.925,2.686666667
Smithers's Echo,12,4,20,62.79,5.246666667
U.N. Member,12,3,12,118.175,-2.23
Groom,12,2,15,94.995,1.5
Atari Andre Gregory,12,2,13,109.095,-0.466666667
Miss Stringham's Class,12,7,20,64.095,4.745238095
Kids Chorus,12,3,13,111.125,-1.246666667
Bulgarian Woman,12,2,14,102.045,0.516666667
Snooty Male Flea,12,1,16,81.855,4.823333333
Bully #1,12,2,12,116.145,-1.45
Younger Milhouse,12,4,15,98.04,0.33
Telephone Repairman,12,4,15,98.04,0.33
Radioactive Man's Thoughts,12,2,16,87.945,2.483333333
Teenage Girl,12,2,13,109.095,-0.466666667
Big Hand Guy,12,3,12,118.175,-2.23
Relative #1,12,1,13,103.005,1.873333333
MARIA SHRIVER KENNEDY QUIMBY,12,1,15,88.905,3.84
Jasper Johns,12,4,13,112.14,-1.636666667
Hayseed #2,12,1,12,110.055,0.89
Customs Agent,12,2,17,80.895,3.466666667
Teenage Martin,12,2,22,45.645,8.383333333
One-eyed Bartender,12,4,15,98.04,0.33
Teenage Usher #2,12,1,17,74.805,5.806666667
Voice #4,12,1,15,88.905,3.84
Japanese Father,12,2,17,80.895,3.466666667
Japanese Announcer,12,3,24,33.575,9.57
COMPOST,12,2,19,66.795,5.433333333
Happy Little Elves,12,2,17,80.895,3.466666667
BURNS LAWYER,12,6,12,120.205,-3.01
Female Teen #2,12,2,16,87.945,2.483333333
Old Man Winfield,12,2,16,87.945,2.483333333
Female Voices,12,8,13,113.6625,-2.221666667
Melvis,12,2,14,102.045,0.516666667
Head Pterodactyl-bot,12,3,15,97.025,0.72
COOL SECOND-GRADER #2,12,2,14,102.045,0.516666667
Head Soldier,12,2,14,102.045,0.516666667
Robbie Conal,12,2,15,94.995,1.5
MRS KRABAPPEL,12,2,20,59.745,6.416666667
Tattoo Artist,12,2,14,102.045,0.516666667
David Cohen,12,2,17,80.895,3.466666667
Convention Freak,12,1,14,95.955,2.856666667
Jeweler,12,2,14,102.045,0.516666667
Recruiter,12,3,20,61.775,5.636666667
Female Coach,12,2,15,94.995,1.5
Teenage Singers,12,0,16,#NAME?,inf
Ant,12,3,15,97.025,0.72
2nd First Grader,12,1,15,88.905,3.84
Another Robot,12,1,16,81.855,4.823333333
Jimmy Chamberlin,12,2,16,87.945,2.483333333
MAJOR PRESTON,12,1,17,74.805,5.806666667
GAMMILL,11,1,16,72.61545455,5.863636364
1986 BOB,11,2,14,93.57977273,1.573181818
Girlfriend,11,2,14,93.57977273,1.573181818
Spielbergo,11,3,17,72.36787879,4.076363636
Spanish Sailor,11,2,12,108.9615909,-0.572272727
Glue-bottle Cow,11,1,13,95.68818182,2.645454545
Cameraman #1,11,1,13,95.68818182,2.645454545
Cheesy McMayor,11,3,13,103.1315152,-0.214545455
Casting Director,11,3,15,87.74969697,1.930909091
Greater Than Or Equal To Sign,11,2,14,93.57977273,1.573181818
1970s Grampa,11,2,15,85.88886364,2.645909091
Workman #2,11,1,12,103.3790909,1.572727273
Moldy,11,2,14,93.57977273,1.573181818
Sex Shop Salesman,11,2,15,85.88886364,2.645909091
Mr. Rodgers,11,2,12,108.9615909,-0.572272727
Gene Tenace,11,1,11,111.07,0.5
mad Writer #2,11,1,11,111.07,0.5
Service Manager,11,4,15,88.68011364,1.573409091
Cassidy The Crocodile,11,2,17,70.50704545,4.791363636
Serena Williams,11,3,16,80.05878788,3.003636364
Sadistic German Backpacker,11,2,11,116.6525,-1.645
Sally's Father,11,2,14,93.57977273,1.573181818
Slacker Girl,11,3,19,56.98606061,6.221818182
Space Frog,11,4,15,88.68011364,1.573409091
Mother #1,11,4,13,104.0619318,-0.572045455
Stablehand,11,3,14,95.44060606,0.858181818
Germans,11,5,11,120.002,-2.932
Airman In Tank,11,2,14,93.57977273,1.573181818
Hawaiian Bartender,11,3,16,80.05878788,3.003636364
Guest #1,11,1,15,80.30636364,4.790909091
Girl In Car,11,2,14,93.57977273,1.573181818
Maude's Ghost,11,2,14,93.57977273,1.573181818
Girl's Mom,11,2,16,78.19795455,3.718636364
Carl's Father,11,1,11,111.07,0.5
Midwestern Trooper,11,1,13,95.68818182,2.645454545
Smug Woman,11,1,13,95.68818182,2.645454545
Miss Stringham,11,1,12,103.3790909,1.572727273
Sir Widebottom,11,4,13,104.0619318,-0.572045455
Money Changer,11,2,14,93.57977273,1.573181818
Sperm Doctor,11,2,18,62.81613636,5.864090909
Bicyclist,11,1,14,87.99727273,3.718181818
Sgt. Activity Doll,11,2,18,62.81613636,5.864090909
Sir Kermit,11,2,12,108.9615909,-0.572272727
Worker On Ground,11,8,20,51.62119318,6.400795455
Mrs. Phillips,11,3,18,64.6769697,5.149090909
Tranny #2,11,3,15,87.74969697,1.930909091
Female Icelander,11,1,14,87.99727273,3.718181818
Videogame Narrator,11,2,15,85.88886364,2.645909091
Booking Agent,11,3,16,80.05878788,3.003636364
College Grad Todd,11,2,23,24.36159091,11.22772727
Colin Meloy,11,1,15,80.30636364,4.790909091
Teenage Stagehand,11,2,17,70.50704545,4.791363636
Dr. Zaius,11,3,14,95.44060606,0.858181818
Cockney Flower Girls,11,3,17,72.36787879,4.076363636
Female Astronaut,11,2,11,116.6525,-1.645
Female Candy Worker,11,2,12,108.9615909,-0.572272727
Television,11,1,13,95.68818182,2.645454545
Botswana Krusty,11,1,16,72.61545455,5.863636364
Chinese Sailor #2,11,1,13,95.68818182,2.645454545
Terrorist Type,11,3,18,64.6769697,5.149090909
Applicant #2,11,2,16,78.19795455,3.718636364
Looters,11,11,11,121.22,-3.4
Teenage Soccer Player,11,1,14,87.99727273,3.718181818
Reflection,11,2,14,93.57977273,1.573181818
Fat Late Shift Worker,11,1,13,95.68818182,2.645454545
Old Timer,11,2,13,101.2706818,0.500454545
Tattoo Man,11,3,12,110.8224242,-1.287272727
Commercial Actress,11,3,14,95.44060606,0.858181818
Donkey Kong,11,1,12,103.3790909,1.572727273
W.C. FIELDS,11,2,12,108.9615909,-0.572272727
Jack Of Clubs,11,2,15,85.88886364,2.645909091
Donut Vendor,11,1,14,87.99727273,3.718181818
Voice From Tablet,11,3,13,103.1315152,-0.214545455
MAN WITH WINGS,11,2,16,78.19795455,3.718636364
Onlooker,11,1,14,87.99727273,3.718181818
Jason,11,1,14,87.99727273,3.718181818
Female Lawyer,11,2,14,93.57977273,1.573181818
Comedy Nurse,11,2,17,70.50704545,4.791363636
BRUNETTE,11,3,13,103.1315152,-0.214545455
Teenage Sherri,11,1,12,103.3790909,1.572727273
London Orchestra Guy,11,2,14,93.57977273,1.573181818
Apu's Brain,11,1,17,64.92454545,6.936363636
MUTANT MEL/SKINNER/MOE/BURNS/WIGGUM,11,5,11,120.002,-2.932
Two-Nicorn,11,2,11,116.6525,-1.645
Bratty Teenage Boy #2,11,2,13,101.2706818,0.500454545
Brave,11,1,16,72.61545455,5.863636364
Avery Mann,11,2,15,85.88886364,2.645909091
Legless Wiseguy,11,3,13,103.1315152,-0.214545455
Leg-up Kid,11,1,13,95.68818182,2.645454545
Tough Announcer,11,1,14,87.99727273,3.718181818
Lee Majors,11,2,14,93.57977273,1.573181818
UNDERWATER GIRLS #1 & #2,11,2,11,116.6525,-1.645
Citizen #1,11,4,16,80.98920455,2.646136364
Au Pair,11,1,13,95.68818182,2.645454545
Kozlov,11,2,16,78.19795455,3.718636364
English Scientist,11,2,16,78.19795455,3.718636364
Troy-jebediah,11,2,16,78.19795455,3.718636364
Poison Service,11,2,17,70.50704545,4.791363636
Peanut Butter,11,4,13,104.0619318,-0.572045455
Asian Woman,11,3,14,95.44060606,0.858181818
Dumb Employee #1,11,2,13,101.2706818,0.500454545
Thurston Moore,11,2,17,70.50704545,4.791363636
Farmwife,11,4,14,96.37102273,0.500681818
8-Year-Old Carl,11,2,12,108.9615909,-0.572272727
Three Of Diamonds,11,2,14,93.57977273,1.573181818
E-Z Reader,11,1,13,95.68818182,2.645454545
VERY CUTE LITTLE GIRL,11,2,11,116.6525,-1.645
Upper-class Fleas,11,1,14,87.99727273,3.718181818
FLASH,11,3,13,103.1315152,-0.214545455
Granny,11,2,11,116.6525,-1.645
Passerby,11,4,16,80.98920455,2.646136364
Christian,11,1,14,87.99727273,3.718181818
Uncle Bill,11,2,15,85.88886364,2.645909091
Tito,11,3,14,95.44060606,0.858181818
Asian Ensign,11,3,14,95.44060606,0.858181818
Toddler,11,3,21,41.60424242,8.367272727
Babe,11,2,12,108.9615909,-0.572272727
Smiley the Elf,11,2,16,78.19795455,3.718636364
Indian Woman,11,1,13,95.68818182,2.645454545
Student In Sunglasses,11,2,11,116.6525,-1.645
Male Game Show Host,11,2,16,78.19795455,3.718636364
TEENAGE P.A.,11,3,14,95.44060606,0.858181818
Footman Mel,11,1,16,72.61545455,5.863636364
Stripper,11,1,14,87.99727273,3.718181818
Diners,11,9,15,90.23080808,0.977575758
Construction Worker,11,5,11,120.002,-2.932
Improv Actress,11,3,19,56.98606061,6.221818182
Running Man,11,1,19,49.54272727,9.081818182
French Official,11,3,17,72.36787879,4.076363636
Nbc Executive,11,1,15,80.30636364,4.790909091
SOLIDIER #1,11,1,13,95.68818182,2.645454545
Frederick Ives Hologram,11,2,17,70.50704545,4.791363636
SEA CAPTAIN/POSEIDON,11,3,11,118.5133333,-2.36
Male Singers,11,0,16,#NAME?,inf
Andrew Jackson,11,2,11,116.6525,-1.645
Weasel,11,2,14,93.57977273,1.573181818
Fox Cameraman,11,2,11,116.6525,-1.645
INTERCOM,11,4,24,19.46193182,11.22795455
Susie,11,2,19,55.12522727,6.936818182
Susan Sarandon,11,3,18,64.6769697,5.149090909
CYBORG SPIDER MRS. SKINNER,11,2,13,101.2706818,0.500454545
Man At Door,11,2,17,70.50704545,4.791363636
STEVIE B.,11,1,13,95.68818182,2.645454545
Contestant #2,11,1,11,111.07,0.5
Homers,11,3,14,95.44060606,0.858181818
Mail Person,11,3,13,103.1315152,-0.214545455
Dealer Avatar,11,5,12,112.3110909,-1.859272727
Dispatch Operator,11,2,20,47.43431818,8.009545455
ALIEN MOM,11,2,12,108.9615909,-0.572272727
Hooded Figures,11,1,13,95.68818182,2.645454545
American Skipper,11,3,14,95.44060606,0.858181818
20-Year-Old Selma,11,4,11,119.44375,-2.7175
Angels,11,2,13,101.2706818,0.500454545
Map Boy,11,5,13,104.6201818,-0.786545455
Ol' Joe Clabby,11,2,12,108.9615909,-0.572272727
Auditor,10,1,13,86.705,3.65
Pig Owner,10,1,10,112.085,0.11
Popular Girl #2,10,2,12,100.24,0.52
REDNECK RADIO DJ,10,1,15,69.785,6.01
mad Writer #1,10,2,18,49.48,7.6
Adlai Stevenson,10,1,13,86.705,3.65
Tranny #1,10,1,13,86.705,3.65
Stooge #1,10,2,12,100.24,0.52
Nelson's Brain,10,2,11,108.7,-0.66
White Blood Cell #1,10,1,13,86.705,3.65
Aerosmith,10,2,10,117.16,-1.84
Parole Board Member #2,10,1,12,95.165,2.47
Tough 5th Grader,10,1,11,103.625,1.29
SHREWISH WOMAN,10,1,11,103.625,1.29
Stockboy,10,6,11,112.0833333,-1.96
Prince Charles,10,1,11,103.625,1.29
People On Street,10,3,13,93.47166667,1.05
U2,10,1,20,27.485,11.91
Strawberry,10,1,13,86.705,3.65
SIX-YEAR-OLD GRAMPA,10,2,13,91.78,1.7
Theatre-goer #1,10,2,12,100.24,0.52
Activity Coordinator,10,4,12,102.7775,-0.455
Widow #2,10,1,10,112.085,0.11
Bartholomé,10,2,11,108.7,-0.66
Toby Hunter,10,3,17,59.63166667,5.77
Patron #2,10,1,10,112.085,0.11
Nadia Comaneci,10,1,19,35.945,10.73
Patroller #1,10,3,14,85.01166667,2.23
Amish Man,10,1,11,103.625,1.29
SPACE BROCCOLI,10,2,12,100.24,0.52
WILLIAM BONNEY,10,2,12,100.24,0.52
Sound Engineer,10,2,13,91.78,1.7
Sitcom Character,10,2,21,24.1,11.14
Argentine Diplomat,10,2,11,108.7,-0.66
Rogue Jimbo,10,2,11,108.7,-0.66
Shepherd Lenny,10,2,14,83.32,2.88
Other Seniors,10,4,11,111.2375,-1.635
Walrus Homer,10,2,11,108.7,-0.66
Williams Boy,10,1,14,78.245,4.83
Nurse Farrell,10,2,11,108.7,-0.66
Pleasant Voice,10,2,11,108.7,-0.66
Onlooker #1,10,1,12,95.165,2.47
BULLY DEMON,10,2,13,91.78,1.7
Robots,10,5,20,35.605,8.79
Tahitian Man,10,2,13,91.78,1.7
Sgt. At Arms,10,1,13,86.705,3.65
Wagon Wheel Demonstrator,10,2,16,66.4,5.24
Old Marge,10,1,13,86.705,3.65
Old Man McGrath,10,2,14,83.32,2.88
Old Lady Customer,10,2,13,91.78,1.7
Oakland Player,10,2,11,108.7,-0.66
Senior Tsa Agent,10,1,13,86.705,3.65
Anguished Woman,10,2,14,83.32,2.88
Robot 3rd Baseman,10,2,18,49.48,7.6
Old Jewish Man's Late Wife,10,2,10,117.16,-1.84
Angel Skinner,10,3,14,85.01166667,2.23
Another Girl,10,4,14,85.8575,1.905
Baby Vendor,10,2,13,91.78,1.7
Anti-theft Device,10,5,10,120.205,-3.01
Pane Of Glass,10,2,10,117.16,-1.84
The Queen,10,2,11,108.7,-0.66
Arab Man,10,2,12,100.24,0.52
Talking Credenza,10,1,14,78.245,4.83
PRETTY BLONDE GIRL,10,4,12,102.7775,-0.455
Squirrel,10,4,10,119.6975,-2.815
POLICECOP #1,10,3,16,68.09166667,4.59
Young Herman,10,1,12,95.165,2.47
Ape,10,5,13,94.825,0.53
13-Year-Old Patty,10,2,16,66.4,5.24
Woman #4,10,1,13,86.705,3.65
New Yorker,10,2,13,91.78,1.7
Simpson Woman #1,10,1,12,95.165,2.47
80-Year-Old Bart,10,2,11,108.7,-0.66
Swedish Woman,10,2,12,100.24,0.52
Ant #2,10,2,14,83.32,2.88
Answering Machine,10,3,14,85.01166667,2.23
Newspaper Worker #1,10,2,15,74.86,4.06
Southern Dowager,10,2,15,74.86,4.06
Nice Mother,10,2,12,100.24,0.52
SUPEREXECUTIVE,10,3,13,93.47166667,1.05
'30s Reporter,10,3,15,76.55166667,3.41
Chad Smith,10,2,14,83.32,2.88
Dialogue Coach,10,4,14,85.8575,1.905
Hot Dog Stand Guy,10,1,10,112.085,0.11
Fireman #1,10,1,12,95.165,2.47
Davey,10,1,11,103.625,1.29
Fiji,10,1,13,86.705,3.65
Cake,10,2,13,91.78,1.7
Fighter Pilot #1,10,2,14,83.32,2.88
Fidgety Lieutenant,10,4,11,111.2375,-1.635
Male Coaster Weirdo,10,2,13,91.78,1.7
Female Theatergoer,10,2,15,74.86,4.06
Delivery Guy,10,2,11,108.7,-0.66
Indian Assistant,10,1,17,52.865,8.37
Internist,10,2,12,100.24,0.52
Female Cab Driver,10,2,13,91.78,1.7
Magic Fish,10,0,10,#NAME?,inf
Macho Tv Announcer,10,1,17,52.865,8.37
Devil Kid,10,3,14,85.01166667,2.23
Chinese Sailor #1,10,2,10,117.16,-1.84
MR. HUTZ,10,2,13,91.78,1.7
MR. BURNS.,10,1,12,95.165,2.47
Males In Audience,10,10,10,121.22,-3.4
Homer's Spirit,10,3,11,110.3916667,-1.31
Dancer #2,10,1,14,78.245,4.83
Candidates,10,3,13,93.47166667,1.05
HUTZ' VOICE,10,1,18,44.405,9.55
GOLF-COURSE EMPLOYEE,10,2,16,66.4,5.24
Bike Rider,10,1,10,112.085,0.11
GHOST,10,1,13,86.705,3.65
Martie Maguire,10,2,14,83.32,2.88
Counselor,10,2,14,83.32,2.88
Heavyset Woman,10,2,10,117.16,-1.84
DAVID/NIGEL/DEREK,10,1,14,78.245,4.83
Margarita,10,3,18,51.17166667,6.95
Cop #2,10,2,11,108.7,-0.66
Herald,10,2,12,100.24,0.52
Fried Dough Vendor,10,3,16,68.09166667,4.59
Frankenstein,10,2,15,74.86,4.06
Chicken,10,2,17,57.94,6.42
Chief Engineer,10,1,13,86.705,3.65
Hispanic Teen,10,2,11,108.7,-0.66
Foreign Delegates,10,3,13,93.47166667,1.05
Fop Homer,10,2,14,83.32,2.88
JAPANESE REPRESENTATIVE,10,1,17,52.865,8.37
MIDDLE-AGED KRUSTY,10,2,22,15.64,12.32
GROUNDKEEPER WILLIE,10,1,14,78.245,4.83
Computer,10,2,15,74.86,4.06
Bunny,10,3,12,101.9316667,-0.13
Kearney's Dad,10,2,11,108.7,-0.66
Citizens,10,4,14,85.8575,1.905
Lion's Head,10,3,13,93.47166667,1.05
Drunk Man,10,1,13,86.705,3.65
Brainiac Bar Man,10,1,15,69.785,6.01
King Arthur,10,1,14,78.245,4.83
Emmy Announcer,10,1,17,52.865,8.37
Brother Willie,10,3,12,101.9316667,-0.13
Elvis Stojko,10,2,17,57.94,6.42
Elmo,10,2,14,83.32,2.88
Bran Producers,10,2,12,100.24,0.52
Brooklyn Sailor,10,2,13,91.78,1.7
Elf #1,10,3,13,93.47166667,1.05
Lenny Pacifier,10,1,12,95.165,2.47
Leezakiah,10,1,12,95.165,2.47
Elderly Homer,10,2,13,91.78,1.7
Cletus' Son,10,1,16,61.325,7.19
Latin Milhouse,10,2,13,91.78,1.7
KRUSTY FACE,10,1,14,78.245,4.83
Boy #3,10,2,10,117.16,-1.84
Liz,10,1,12,95.165,2.47
Jingle Chorus,10,1,13,86.705,3.65
Farmboy,10,2,12,100.24,0.52
Chris,10,1,10,112.085,0.11
Factory Worker #2,10,2,12,100.24,0.52
Committee Staff,10,2,11,108.7,-0.66
Jealousy,10,1,12,95.165,2.47
Jenny McCarthy,10,1,15,69.785,6.01
Jimbo's Dad,10,1,11,103.625,1.29
Dolph's Dad,10,1,11,103.625,1.29
Dorky Kid,10,3,12,101.9316667,-0.13
Boxer,10,5,11,111.745,-1.83
Joey the Arsonist,10,2,14,83.32,2.88
Dove,10,2,10,117.16,-1.84
FAMILIAR VOICE,10,2,13,91.78,1.7
Lunchlady Bart,10,2,13,91.78,1.7
Lullaby Singer,10,1,11,103.625,1.29
Lord Daftwager,10,3,12,101.9316667,-0.13
Justin,10,2,14,83.32,2.88
Justin Hayward,10,1,11,103.625,1.29
GRIM ANNOUNCER,10,1,19,35.945,10.73
Female Prisoners,10,2,10,117.16,-1.84
Gandhi,10,2,12,100.24,0.52
Cartoon Mouse Voice,10,2,12,100.24,0.52
Cowboy In Black,10,2,12,100.24,0.52
Middle-aged Jewish Man,10,4,16,68.9375,4.265
Goofy Girl's Stacy,10,2,15,74.86,4.06
Crazy Clown,10,2,13,91.78,1.7
Guy #2,10,3,12,101.9316667,-0.13
Methuselah Grampa,10,3,14,85.01166667,2.23
Court Reporter,10,3,12,101.9316667,-0.13
Chair Lift Operator,10,2,11,108.7,-0.66
News Crew Member #2,9,2,9,117.6675,-2.035
Young Thug,9,1,9,113.1,-0.28
SMITHERS',9,2,16,51.8675,7.142777778
Male Shopper,9,1,9,113.1,-0.28
Newlywed Wife,9,1,9,113.1,-0.28
POACHER,9,1,9,113.1,-0.28
ROD/TODD,9,4,9,119.95125,-2.9125
Lottery Official,9,1,16,47.3,8.897777778
